original_value,curated_ontology,curated_ontology_term_id,curated_ontology_term_db
EXTRAHEPATIC CHOLANGIOCARCINOMA,Extrahepatic Bile Duct Adenocarcinoma,NCIT:C7975,NCIT
CHOLANGIO EXTRAHEPATIC,Extrahepatic Bile Duct Adenocarcinoma,NCIT:C7975,NCIT
CHOL EXTRA,Extrahepatic Bile Duct Adenocarcinoma,NCIT:C7975,NCIT
CHOLANGIOCARCINOMA; DISTAL,Distal Bile Duct Adenocarcinoma,NCIT:C7976,NCIT
ACINAR CELL CARCINOMA OF THE PANCREAS,Pancreatic Acinar Cell Carcinoma,NCIT:C7977,NCIT
ENDOMETRIOID OVARIAN CANCER,Ovarian Endometrioid Adenocarcinoma,NCIT:C7979,NCIT
"CYSTADENOCARCINOMA, CLEAR CELL",Ovarian Clear Cell Cystadenocarcinoma,NCIT:C7980,NCIT
VAGINAL ADENOCARCINOMA,Vaginal Adenocarcinoma,NCIT:C7981,NCIT
SMALL CELL CARCINOMA OF THE CERVIX,Cervical Small Cell Neuroendocrine Carcinoma,NCIT:C7982,NCIT
CERVICAL_SMALL_CELL,Cervical Small Cell Neuroendocrine Carcinoma,NCIT:C7982,NCIT
EPITHELIOID MESOTHELIOMA,Epithelioid Mesothelioma,NCIT:C7985,NCIT
"SQUAMOUS CELL CARCINOMA, SALIVARY GLAND",Salivary Gland Squamous Cell Carcinoma,NCIT:C7991,NCIT
THYMOMA; TYPE B3,Thymoma Type B3,NCIT:C7997,NCIT
 TYPE B3,Thymoma Type B3,NCIT:C7997,NCIT
B3,Thymoma Type B3,NCIT:C7997,NCIT
SALIVARY ADENOCARCINOMA,Salivary Gland Adenocarcinoma,NCIT:C8021,NCIT
SALIVARY ADENOCARCINOMA NOS,Salivary Gland Adenocarcinoma,NCIT:C8021,NCIT
SALIVARY GLAND-TYPE TUMOR OF THE LUNG,Malignant Mixed Tumor of the Salivary Gland<;>Lung Neoplasm,NCIT:C8025<;>NCIT:C3200,NCIT
UTERINE CLEAR CELL CARCINOMA,Endometrial Clear Cell Adenocarcinoma,NCIT:C8028,NCIT
MIXED_ENDOMETRIOID_CLEAR_CELL,Endometrial Clear Cell Adenocarcinoma<;>Mixed,NCIT:C8028<;>NCIT:C25259,NCIT
"HIGH-GRADE B-CELL LYMPHOMA, NOS","High Grade B-Cell Lymphoma, Not Otherwise Specified",NCIT:C80291,NCIT
WALDENSTROM MACROGLOBULINEMIA,Waldenstrom Macroglobulinemia,NCIT:C80307,NCIT
MONOCLONAL B-CELL LYMPHOCYTOSIS,Monoclonal B-Cell Lymphocytosis,NCIT:C80310,NCIT
B-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA WITH T9;22Q34.1;Q11.2,B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1,NCIT:C80331,NCIT
B-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA WITH T9;22Q34.1;Q11.2;BCR-ABL1,B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1,NCIT:C80331,NCIT
PH-LIKEALL,B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2); BCR-ABL1,NCIT:C80331,NCIT
HYPERDIPLOID,Hyperdiploidy,NCIT:C80336,NCIT
HYPODIPLOID,Hypodiploidy,NCIT:C80337,NCIT
LOW HYPODIPLOID,B Lymphoblastic Leukemia/Lymphoma with Hypodiploidy,NCIT:C80338,NCIT
MASKED LOW HYPODIPLOID,B Lymphoblastic Leukemia/Lymphoma with Hypodiploidy,NCIT:C80338,NCIT
FOLLICULAR THYROID CANCER,Thyroid Gland Follicular Carcinoma,NCIT:C8054,NCIT
FOLLICULAR CARCINOMA,Thyroid Gland Follicular Carcinoma,NCIT:C8054,NCIT
FOLLICULAR THYROID CARCINOMA,Thyroid Gland Follicular Carcinoma,NCIT:C8054,NCIT
FOLLICULAR_CARCINOMA,Thyroid Gland Follicular Carcinoma,NCIT:C8054,NCIT
"CARCINOMA, FOLLICULAR",Thyroid Gland Follicular Carcinoma,NCIT:C8054,NCIT
FOLLICULAR IN MET,Thyroid Gland Follicular Carcinoma<;>Metastasis,NCIT:C8054<;>NCIT:C19151,NCIT
"FOLLICULAR, HURTHLE",Thyroid Gland Follicular Carcinoma<;>Thyroid Gland Oncocytic Carcinoma,NCIT:C8054<;>NCIT:C4946,NCIT
DYSGERMINOMA,Ovarian Dysgerminoma,NCIT:C8106,NCIT
OROPHARYNX SQUAMOUS CELL CARCINOMA,Oropharyngeal Squamous Cell Carcinoma,NCIT:C8181,NCIT
"MIXED PHENOTYPE ACUTE LEUKEMIA, B/MYELOID, NOS","Mixed Phenotype Acute Leukemia, B/Myeloid, Not Otherwise Specified",NCIT:C82212,NCIT
"MIXED PHENOTYPE ACUTE LEUKEMIA, T/MYELOID, NOS","Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified",NCIT:C82213,NCIT
"MIXED PHENOTYPE ACUTE LEUKAEMIA, T/MYELOID, NOS","Mixed Phenotype Acute Leukemia, T/Myeloid, Not Otherwise Specified",NCIT:C82213,NCIT
NATURAL KILLER CELL LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,NCIT:C82217,NCIT
NATURAL KILLER NK CELL LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,NCIT:C82217,NCIT
NKC,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,NCIT:C82217,NCIT
"MLL TRANSLOCATION, T9;11",Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL,NCIT:C82403,NCIT
AML WITH T9;11P22;Q23;  MLLT3-MLL,Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL,NCIT:C82403,NCIT
AML WITH T9;11P22;Q23; MLLT3-MLL,Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-MLL,NCIT:C82403,NCIT
AML WITH T6:9P23:Q34.1; DEK-NUP214,Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214,NCIT:C82423,NCIT
AML WITH T6;9P23;Q34.1;DEK-NUP214,Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214,NCIT:C82423,NCIT
AML WITH T6;9P23;Q34; DEK-NUP214,Acute Myeloid Leukemia with t(6;9) (p23;q34.1); DEK-NUP214,NCIT:C82423,NCIT
"AML WITH INV3Q21.3;Q26.2 OR T3;3Q21.3;Q26.2; GATA2, MECOM","Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM",NCIT:C82426,NCIT
AML WITH INV3Q21;Q26.2 OR T3;3Q21;Q26.2; RPN1-EVI1,"Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM",NCIT:C82426,NCIT
"AML WITH INV3Q21.3Q26.2 OR T3;3Q21.3;Q26.2; GATA2, MECOM","Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM",NCIT:C82426,NCIT
AML WITH INV3Q21Q26.2 OR T3;3Q21;Q26.2; RPN1-EVI1,"Acute Myeloid Leukemia with inv(3) (q21.3;q26.2) or t(3;3) (q21.3;q26.2); GATA2, MECOM",NCIT:C82426,NCIT
AML WITH MUTATED NPM1,Acute Myeloid Leukemia with Mutated NPM1,NCIT:C82431,NCIT
AML WITH MUTATED CEBPA,Acute Myeloid Leukemia with Mutated CEBPA,NCIT:C82433,NCIT
MDS WITH SINGLE LINEAGE DYSPLASIA,Myelodysplastic Syndrome with Single Lineage Dysplasia,NCIT:C82591,NCIT
MDS/MPN WITH RING SIDEROBLASTS AND THROMBOCYTOSIS,Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis,NCIT:C82616,NCIT
RARS-T,Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis,NCIT:C82616,NCIT
PANCREATIC ADENOCARCINOMA,Pancreatic Adenocarcinoma,NCIT:C8294,NCIT
PANCREAS-ADENOCARCINOMA-OTHER SUBTYPE,Pancreatic Adenocarcinoma,NCIT:C8294,NCIT
PAAD,Pancreatic Adenocarcinoma,NCIT:C8294,NCIT
POORLY DIFFERENTIATED PANCREATIC ADENOCARCINOMA,Pancreatic Adenocarcinoma<;>Poorly Differentiated Adenocarcinoma Cell,NCIT:C8294<;>NCIT:C36798,NCIT
DESMOPLASTIC SMALL ROUND CELL TUMOR,Desmoplastic Small Round Cell Tumor,NCIT:C8300,NCIT
DESMOPLASTIC SMALL-ROUND-CELL TUMOR,Desmoplastic Small Round Cell Tumor,NCIT:C8300,NCIT
SMALL ROUND BLUE CELL TUMOR,Desmoplastic Small Round Cell Tumor,NCIT:C8300,NCIT
SMALL ROUND BLUE CELL TUMOR/ EWING SARCOMA,Desmoplastic Small Round Cell Tumor<;>Ewing Sarcoma,NCIT:C8300<;>NCIT:C4817,NCIT
MALIGNANT_PAPILLARY_SEROUS_ADENOCARCINOMA,Papillary Serous Cystadenocarcinoma,NCIT:C8377,NCIT
GIANT CELL 'MFH' / UNDIFFERENTIATED PLEOMORPHIC SARCOMA WITH GIANT CELLS,Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells,NCIT:C8380,NCIT
DIFFUSE MALIGNANT MESOTHELIOMA - NOS,Diffuse Malignant Mesothelioma,NCIT:C8420,NCIT
MASTOCYTOSIS,Mastocytosis,NCIT:C84269,NCIT
AML WITH MINIMAL DIFFERENTIATION,Acute Myeloid Leukemia with Minimal Differentiation,NCIT:C8460,NCIT
M0,Acute Myeloid Leukemia with Minimal Differentiation,NCIT:C8460,NCIT
"CHRONIC LYMPHOBLASTIC LEUKEMIA CLL, B-CELL",Chronic Lymphoblastic Lymphoma,NCIT:C8502,NCIT
TUMOR PRIMARY,Primary Neoplasm,NCIT:C8509,NCIT
PRIMARY RESIDUAL,Primary Neoplasm,NCIT:C8509,NCIT
PRIMARY TUMOUR,Primary Neoplasm,NCIT:C8509,NCIT
PAIRED PRIMARY TUMOR,Primary Neoplasm<;>Paired,NCIT:C8509<;>NCIT:C48046,NCIT
PRIMARY TUMOR UNPAIRED,Primary Neoplasm<;>Unpaired,NCIT:C8509<;>NCIT:C78867,NCIT
LOCALLY ADVANCED,Locally Advanced Malignant Neoplasm,NCIT:C8524,NCIT
OCULAR MELANOMA,Ocular Melanoma,NCIT:C8562,NCIT
OPTIC PATHWAY GLIOMA,Visual Pathway Glioma,NCIT:C8567,NCIT
REFRACTORY CYTOPENIA WITH MULTILINEAGE DYSPLASIA,Myelodysplastic Syndrome with Multilineage Dysplasia,NCIT:C8574,NCIT
RCMD,Myelodysplastic Syndrome with Multilineage Dysplasia,NCIT:C8574,NCIT
MDS WITH MULTILINEAGE DYSPLASIA,Myelodysplastic Syndrome with Multilineage Dysplasia,NCIT:C8574,NCIT
TGCT,Testicular Germ Cell Tumor,NCIT:C8591,NCIT
ACUTE_LYMPHOBLASTIC_B_CELL_LEUKAEMIA,B Acute Lymphoblastic Leukemia,NCIT:C8644,NCIT
"ACUTE LYMPHOBLASTIC LEUKEMIA ALL, B-CELL",B Acute Lymphoblastic Leukemia,NCIT:C8644,NCIT
B-CELL_ALL,B Acute Lymphoblastic Leukemia,NCIT:C8644,NCIT
B-CELL ACUTE LYMPHOID LEUKEMIA,B Acute Lymphoblastic Leukemia,NCIT:C8644,NCIT
BCP-ALL,B Acute Lymphoblastic Leukemia,NCIT:C8644,NCIT
MDS-U,"Myelodysplastic Syndrome, Unclassifiable",NCIT:C8648,NCIT
"MYELODYSPLASTIC SYNDROME, UNCLASSIFIABLE","Myelodysplastic Syndrome, Unclassifiable",NCIT:C8648,NCIT
"MDS, UNCLASSIFIABLE","Myelodysplastic Syndrome, Unclassifiable",NCIT:C8648,NCIT
T-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,T Lymphoblastic Leukemia/Lymphoma,NCIT:C8694,NCIT
TLL,T Lymphoblastic Leukemia/Lymphoma,NCIT:C8694,NCIT
PRE-T,T Lymphoblastic Leukemia/Lymphoma,NCIT:C8694,NCIT
ENDOMETRIAL SQUAMOUS CELL CARCINOMA,Endometrial Squamous Cell Carcinoma,NCIT:C8719,NCIT
ENDOMETRIAL_SQUAMOUS,Endometrial Squamous Cell Carcinoma,NCIT:C8719,NCIT
EXTRASKELETAL OSTEOSARCOMA,Extraskeletal Osteosarcoma,NCIT:C8810,NCIT
DIFFUSE LARGE B-CELL LYMPHOMA,Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
DLBCL,Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
DIFFUSE LARGE B-CELL LYMPHOMA DLBCL,Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
"DIFFUSE LARGE B-CELL LYMPHOMA, NOS",Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
DIFFUSE_LARGE_B_CELL_LYMPHOMA,Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
DIFFUSE LARGE B-CELL LYMPHOMA DLBCL NOS ANY ANATOMIC SITE NODAL OR EXTRANODAL,Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
DIFFSE LARGE B-CELL LYMPHOMA,Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
LYMPHOMA_DLBCL,Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
DLBC,Diffuse Large B-Cell Lymphoma,NCIT:C8851,NCIT
NODAL MARGINAL ZONE LYMPHOMA,Nodal Marginal Zone Lymphoma,NCIT:C8863,NCIT
ACUTE ERYTHROID LEUKEMIA,Acute Erythroid Leukemia,NCIT:C8923,NCIT
ACUTE ERYTHROID LEUKAEMIA,Acute Erythroid Leukemia,NCIT:C8923,NCIT
"ACUTE MYELOGENOUS LEUKEMIA AML, M6 ERYTHROLEUKEMIA",Acute Erythroid Leukemia,NCIT:C8923,NCIT
M6,Acute Erythroid Leukemia,NCIT:C8923,NCIT
B-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,B Lymphoblastic Leukemia/Lymphoma,NCIT:C8936,NCIT
BLL,B Lymphoblastic Leukemia/Lymphoma,NCIT:C8936,NCIT
 CARCINOMA PATIENT WITH METASTATIC CARCINOMA OF THE PROSTATE AND A 3 YEAR HISTORY OF LYMPHOCYTIC LEUKEMIA.,Metastatic Prostate Carcinoma<;>Lymphoid Leukemia,NCIT:C8946<;>NCIT:C7539,NCIT
 SYNOVIAL,Synovial Neoplasm,NCIT:C8964,NCIT
SYNOVIAL,Synovial Neoplasm,NCIT:C8964,NCIT
PARAOSTEAL OSTEOSARCOMA,Parosteal Osteosarcoma,NCIT:C8969,NCIT
PERIOSTEAL OSTEOSARCOMA,Periosteal Osteosarcoma,NCIT:C8970,NCIT
EMBRYONAL RHABDOMYOSARCOMA,Embryonal Rhabdomyosarcoma,NCIT:C8971,NCIT
"RHABDOMYOSARCOMA, EMBRYONAL",Embryonal Rhabdomyosarcoma,NCIT:C8971,NCIT
UNDIFFERENTIATED UTERINE SARCOMA,Uterine Corpus Undifferentiated Sarcoma,NCIT:C8972,NCIT
ENDOMETRIAL STROMAL SARCOMA,Endometrioid Stromal Sarcoma,NCIT:C8973,NCIT
ENDOMETRIAL_STROMAL_SARCOMA,Endometrioid Stromal Sarcoma,NCIT:C8973,NCIT
HIGH-GRADE ENDOMETRIAL STROMAL SARCOMA,Endometrioid Stromal Sarcoma<;>High Grade,NCIT:C8973<;>NCIT:C14158,NCIT
MMMT,Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT:C8975,NCIT
MULLERIAN CARCINOMA,Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT:C8975,NCIT
MULLERIAN_CARCINOMA,Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT:C8975,NCIT
MALIGNANT MIXED MULLERIAN TUMOR MMMT,Malignant Mixed Mesodermal (Mullerian) Tumor,NCIT:C8975,NCIT
TRANSLOCATION,Translocation,NCIT:C89777,NCIT
MEDULLARY_CARCINOMA,Medullary Carcinoma,NCIT:C8998,NCIT
ADRENOCORTICAL ADENOMA,Adrenal Cortical Adenoma,NCIT:C9003,NCIT
BASAL,Basal,NCIT:C90067,NCIT
BRCA_BASAL,Basal,NCIT:C90067,NCIT
MATURE TERATOMA,Mature Teratoma,NCIT:C9015,NCIT
 TERATOMA MATURE,Mature Teratoma,NCIT:C9015,NCIT
CERVICAL CANCER,Cervical Carcinoma,NCIT:C9039,NCIT
"CERVICAL CANCER, NOS",Cervical Carcinoma,NCIT:C9039,NCIT
CARCINOMA OF UTERINE CERVIX,Cervical Carcinoma,NCIT:C9039,NCIT
CERVICAL_CARCINOMA,Cervical Carcinoma,NCIT:C9039,NCIT
MIXED CERVICAL CARCINOMA,Cervical Carcinoma<;>Mixed,NCIT:C9039<;>NCIT:C25259,NCIT
PENILE CANCER,Penile Carcinoma,NCIT:C9061,NCIT
BLAST_PHASE_CHRONIC_MYELOID_LEUKAEMIA,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT:C9110,NCIT
SARCOMA,Sarcoma,NCIT:C9118,NCIT
"SARCOMA, NOS",Sarcoma,NCIT:C9118,NCIT
UNCLASSIFIED SARCOMA,Sarcoma,NCIT:C9118,NCIT
SARC,Sarcoma,NCIT:C9118,NCIT
SARC_OTHER,Sarcoma,NCIT:C9118,NCIT
MEDULLARY BREAST CARCINOMA,Breast Medullary Carcinoma,NCIT:C9119,NCIT
PANCREATIC DUCTAL ADENOCARCINOMA,Pancreatic Ductal Adenocarcinoma,NCIT:C9120,NCIT
DUCTAL ADENOCARCINOMA,Pancreatic Ductal Adenocarcinoma,NCIT:C9120,NCIT
PANCREAS-ADENOCARCINOMA DUCTAL TYPE,Pancreatic Ductal Adenocarcinoma,NCIT:C9120,NCIT
"DUCTAL ADENOCARCINOMA, EXOCRINE",Pancreatic Ductal Adenocarcinoma<;>Exocrine Gland,NCIT:C9120<;>NCIT:C12712,NCIT
EXOCRINE_ADENOCARCINOMA,Pancreatic Ductal Adenocarcinoma<;>Exocrine Gland,NCIT:C9120<;>NCIT:C12712,NCIT
PDA - ADENOSQUAMOUS CARCINOMA,Pancreatic Ductal Adenocarcinoma<;>Pancreatic Adenosquamous Carcinoma,NCIT:C9120<;>NCIT:C5721,NCIT
BREAST INVASIVE MIXED MUCINOUS CARCINOMA,Breast Mucinous Carcinoma,NCIT:C9131,NCIT
LUNG ADENOSQUAMOUS CARCINOMA,Lung Adenosquamous Carcinoma,NCIT:C9133,NCIT
INFILTRATING TUBULAR CARCINOMA,Breast Tubular Carcinoma,NCIT:C9135,NCIT
CRIBRIFORM/TUBULAR,Breast Tubular Carcinoma<;>Cribriform,NCIT:C9135<;>NCIT:C25731,NCIT
TUBULAR/ CRIBRIFORM,Breast Tubular Carcinoma<;>Cribriform Pattern,NCIT:C9135<;>NCIT:C35920,NCIT
COMBINED SMALL CELL LUNG CARCINOMA,Combined Lung Small Cell Carcinoma,NCIT:C9137,NCIT
OSTEOSARCOMA,Osteosarcoma,NCIT:C9145,NCIT
OS,Osteosarcoma,NCIT:C9145,NCIT
BOTRYOID,Botryoid-Type Embryonal Rhabdomyosarcoma,NCIT:C9150,NCIT
LENTIGO MALIGNA MELANOMA,Lentigo Maligna Melanoma,NCIT:C9151,NCIT
SUPERFICIAL SPREADING MELANOMA,Low-CSD Melanoma,NCIT:C9152,NCIT
SUPERFICIAL SPREADING,Low-CSD Melanoma,NCIT:C9152,NCIT
INTESTINAL_ADENOCARCINOMA,Gastric Intestinal-Type Adenocarcinoma,NCIT:C9157,NCIT
INTESTINAL TYPE STOMACH ADENOCARCINOMA,Gastric Intestinal-Type Adenocarcinoma,NCIT:C9157,NCIT
"STOMACH, INTESTINAL ADENOCARCINOMA, NOT OTHERWISE SPECIFIED NOS",Gastric Intestinal-Type Adenocarcinoma,NCIT:C9157,NCIT
DIFFUSE_ADENOCARCINOMA,Gastric Diffuse Adenocarcinoma,NCIT:C9159,NCIT
DIFFUSE TYPE STOMACH ADENOCARCINOMA,Gastric Diffuse Adenocarcinoma,NCIT:C9159,NCIT
"STOMACH, ADENOCARCINOMA, DIFFUSE TYPE",Gastric Diffuse Adenocarcinoma,NCIT:C9159,NCIT
DIFFUSE_GASTRIC,Gastric Diffuse Adenocarcinoma,NCIT:C9159,NCIT
ANAL SQUAMOUS CELL CARCINOMA,Anal Squamous Cell Carcinoma,NCIT:C9161,NCIT
ANAL SQUAMOUS CELL,Anal Squamous Cell Carcinoma,NCIT:C9161,NCIT
ANSC,Anal Squamous Cell Carcinoma,NCIT:C9161,NCIT
GALLBLADDER ADENOCARCINOMA,Gallbladder Adenocarcinoma,NCIT:C9166,NCIT
ADENOCARCINOMA OF GALLBLADDER,Gallbladder Adenocarcinoma,NCIT:C9166,NCIT
"GALLBLADDER ADENOCARCINOMA, NOS",Gallbladder Adenocarcinoma,NCIT:C9166,NCIT
GALLBLADDER_ADENOCARCINOMA,Gallbladder Adenocarcinoma,NCIT:C9166,NCIT
SIGNET RING CELL ADENOCARCINOMA OF THE COLON AND RECTUM,Rectal Signet Ring Cell Adenocarcinoma<;>Colon Signet Ring Cell Adenocarcinoma,NCIT:C9168<;>NCIT:C7967,NCIT
SQUAMOUS CELL CARCINOMA OF GALLBLADDER,Gallbladder Squamous Cell Carcinoma,NCIT:C9170,NCIT
CARCINOMA WITH SQUAMOUS DIFFERENTIATION,Gallbladder Squamous Cell Carcinoma,NCIT:C9170,NCIT
DESMOID FIBROMATOSIS,Desmoid Fibromatosis,NCIT:C9182,NCIT
DESMOID TUMOR,Desmoid Fibromatosis,NCIT:C9182,NCIT
DESMOID/AGGRESSIVE FIBROMATOSIS,Desmoid Fibromatosis,NCIT:C9182,NCIT
OVARIAN CARCINOSARCOMA/MALIGNANT MIXED MESODERMAL TUMOR,Ovarian Carcinosarcoma,NCIT:C9192,NCIT
MERKEL CELL CARCINOMA,Merkel Cell Carcinoma,NCIT:C9231,NCIT
MERKEL_CELL_CARCINOMA,Merkel Cell Carcinoma,NCIT:C9231,NCIT
SYSTEMIC MASTOCYTOSIS,Systemic Mastocytosis,NCIT:C9235,NCIT
INVASIVE BREAST CARCINOMA,Invasive Breast Carcinoma,NCIT:C9245,NCIT
INVASIVE BREAST CANCER,Invasive Breast Carcinoma,NCIT:C9245,NCIT
INFILTRATING CARCINOMA NOS,Invasive Breast Carcinoma,NCIT:C9245,NCIT
BREAST INVASIVE CARCINOMA,Invasive Breast Carcinoma,NCIT:C9245,NCIT
BREAST INVASIVE CARCINOMA BRCA,Invasive Breast Carcinoma,NCIT:C9245,NCIT
"BREAST INVASIVE CANCER, NOS",Invasive Breast Carcinoma,NCIT:C9245,NCIT
BREAST INVASIVE CARCINOMA NOS,Invasive Breast Carcinoma,NCIT:C9245,NCIT
ANGIOCENTRIC GLIOMA,Angiocentric Glioma,NCIT:C92552,NCIT
EXTRAVENTRICULAR NEUROCYTOMA,Extraventricular Neurocytoma,NCIT:C92555,NCIT
ANAPLASTIC MEDULLOBLASTOMA,Anaplastic Medulloblastoma,NCIT:C92625,NCIT
MYCOSIS_FUNGOIDES-SEZARY_SYNDROME,Mycosis Fungoides and Sezary Syndrome,NCIT:C9265,NCIT
SALIVARY GLAND CANCER,Salivary Gland Carcinoma,NCIT:C9272,NCIT
SALIVARY CANCER,Salivary Gland Carcinoma,NCIT:C9272,NCIT
SALIVARY CARCINOMA,Salivary Gland Carcinoma,NCIT:C9272,NCIT
"SALIVARY CARCINOMA, OTHER",Salivary Gland Carcinoma,NCIT:C9272,NCIT
PRIMARY MEDIASTINAL THYMIC LARGE B-CELL LYMPHOMA,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,NCIT:C9280,NCIT
PRIMARY MEDIASTINAL THYMIC DLBCL,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,NCIT:C9280,NCIT
B_CELL_MEDIASTINAL_LARGE,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,NCIT:C9280,NCIT
FOLLICULAR DENDRITIC CELL SARCOMA,Follicular Dendritic Cell Sarcoma,NCIT:C9281,NCIT
AML WITH INV16P13.1;Q22 OR T16:16P13.1:Q22;  CBFB-MYH11,Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11,NCIT:C9287,NCIT
AML WITH INV16P13.1Q22 OR T16;16P13.1;Q22; CBFB-MYH11,Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11,NCIT:C9287,NCIT
AML WITH INV16P13.1Q22 OR T16;16P13.1;Q22;CBFB-MYH11,Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11,NCIT:C9287,NCIT
AML WITH T8;21Q22;Q22.1; RUNX1-RUNX1T1,Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1,NCIT:C9288,NCIT
AML WITH T8;21Q22;Q22.1;RUNX1-RUNX1T1,Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1,NCIT:C9288,NCIT
AML WITH T8;21Q22;Q22; RUNX1-RUNX1T1,Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1,NCIT:C9288,NCIT
ACUTE MYELOID LEUKEMIA WITH MULTILINEAGE DYSPLASIA,Acute Myeloid Leukemia with Multilineage Dysplasia,NCIT:C9289,NCIT
"ACUTE MYELOID LEUKEMIA WITH MULTILINEAGE DYSPLASIA, NOT HAVING ACHIEVED REMISSION",Acute Myeloid Leukemia with Multilineage Dysplasia,NCIT:C9289,NCIT
MYELOID NEOPLASM,Myeloid Neoplasm,NCIT:C9290,NCIT
ANAL CANCER,Anal Carcinoma,NCIT:C9291,NCIT
INITIAL CNS TUMOR,Central Nervous System Neoplasm,NCIT:C9293,NCIT
INITIAL CNS TUMOR LAST INITIAL,Central Nervous System Neoplasm,NCIT:C9293,NCIT
INITIAL CNS TUMOR FIRST HGG RECORD,Central Nervous System Neoplasm,NCIT:C9293,NCIT
INITIAL CNS TUMOR NEW LOCATION,Central Nervous System Neoplasm,NCIT:C9293,NCIT
HISTIOCYTIC AND DENDRITIC CELL NEOPLASMS,Histiocytic and Dendritic Cell Neoplasm,NCIT:C9294,NCIT
HISTIOCYTIC DENDRITIC CELL SARCOMA,Histiocytic and Dendritic Cell Neoplasm,NCIT:C9294,NCIT
ADENOCARCINOMA OF THE GASTROESOPHAGEAL JUNCTION,Gastroesophageal Junction Adenocarcinoma,NCIT:C9296,NCIT
ESOPHAGOGASTRIC ADENOCARCINOMA,Gastroesophageal Junction Adenocarcinoma,NCIT:C9296,NCIT
"BLADDER/URINARY TRACT CANCER, NOS",Malignant Urinary System Neoplasm,NCIT:C9297,NCIT
ACUTE UNDIFFERENTIATED LEUKEMIA,Acute Undifferentiated Leukemia,NCIT:C9298,NCIT
ACUTE UNDIFFERENTIATED LEUKAEMIA,Acute Undifferentiated Leukemia,NCIT:C9298,NCIT
MALIGNANT TUMOR,Malignant Neoplasm,NCIT:C9305,NCIT
CANCER OF UNKNOWN PRIMARY,Malignant Neoplasm,NCIT:C9305,NCIT
SOFT TISSUE SARCOMA,Soft Tissue Sarcoma,NCIT:C9306,NCIT
SOFT TISSUE SARCOMA OTHER,Soft Tissue Sarcoma,NCIT:C9306,NCIT
SEMINOMA; NOS,Seminoma,NCIT:C9309,NCIT
SEMINOMA,Seminoma,NCIT:C9309,NCIT
