original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id,notes
MATURE TERATOMA,http://purl.obolibrary.org/obo/NCIT_C9015,NCIT,Mature Teratoma,NCIT_C9015,
 TERATOMA MATURE,http://purl.obolibrary.org/obo/NCIT_C9015,NCIT,Mature Teratoma,NCIT_C9015,
CERVICAL CANCER,http://purl.obolibrary.org/obo/NCIT_C9039,NCIT,Cervical Carcinoma,NCIT_C9039,
"CERVICAL CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C9039,NCIT,Cervical Carcinoma,NCIT_C9039,
CARCINOMA OF UTERINE CERVIX,http://purl.obolibrary.org/obo/NCIT_C9039,NCIT,Cervical Carcinoma,NCIT_C9039,
CERVICAL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9039,NCIT,Cervical Carcinoma,NCIT_C9039,
MIXED CERVICAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9039<;>http://purl.obolibrary.org/obo/NCIT_C25259,NCIT,Cervical Carcinoma<;>Mixed,NCIT_C9039<;>NCIT_C25259,
PENILE CANCER,http://purl.obolibrary.org/obo/NCIT_C9061,NCIT,Penile Carcinoma,NCIT_C9061,
BLAST_PHASE_CHRONIC_MYELOID_LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C9110,NCIT,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT_C9110,
SARCOMA,http://purl.obolibrary.org/obo/NCIT_C9118,NCIT,Sarcoma,NCIT_C9118,
"SARCOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C9118,NCIT,Sarcoma,NCIT_C9118,
UNCLASSIFIED SARCOMA,http://purl.obolibrary.org/obo/NCIT_C9118,NCIT,Sarcoma,NCIT_C9118,
SARC,http://purl.obolibrary.org/obo/NCIT_C9118,NCIT,Sarcoma,NCIT_C9118,
SARC_OTHER,http://purl.obolibrary.org/obo/NCIT_C9118,NCIT,Sarcoma,NCIT_C9118,
MEDULLARY BREAST CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9119,NCIT,Breast Medullary Carcinoma,NCIT_C9119,
PANCREATIC DUCTAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9120,NCIT,Pancreatic Ductal Adenocarcinoma,NCIT_C9120,
DUCTAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9120,NCIT,Pancreatic Ductal Adenocarcinoma,NCIT_C9120,
PANCREAS-ADENOCARCINOMA DUCTAL TYPE,http://purl.obolibrary.org/obo/NCIT_C9120,NCIT,Pancreatic Ductal Adenocarcinoma,NCIT_C9120,
"DUCTAL ADENOCARCINOMA, EXOCRINE",http://purl.obolibrary.org/obo/NCIT_C9120<;>http://purl.obolibrary.org/obo/NCIT_C12712,NCIT,Pancreatic Ductal Adenocarcinoma<;>Exocrine Gland,NCIT_C9120<;>NCIT_C12712,
EXOCRINE_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9120<;>http://purl.obolibrary.org/obo/NCIT_C12712,NCIT,Pancreatic Ductal Adenocarcinoma<;>Exocrine Gland,NCIT_C9120<;>NCIT_C12712,
PDA - ADENOSQUAMOUS CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9120<;>http://purl.obolibrary.org/obo/NCIT_C5721,NCIT,Pancreatic Ductal Adenocarcinoma<;>Pancreatic Adenosquamous Carcinoma,NCIT_C9120<;>NCIT_C5721,
BREAST INVASIVE MIXED MUCINOUS CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9131,NCIT,Breast Mucinous Carcinoma,NCIT_C9131,
LUNG ADENOSQUAMOUS CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9133,NCIT,Lung Adenosquamous Carcinoma,NCIT_C9133,
INFILTRATING TUBULAR CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9135,NCIT,Breast Tubular Carcinoma,NCIT_C9135,
CRIBRIFORM/TUBULAR,http://purl.obolibrary.org/obo/NCIT_C9135<;>http://purl.obolibrary.org/obo/NCIT_C25731,NCIT,Breast Tubular Carcinoma<;>Cribriform,NCIT_C9135<;>NCIT_C25731,
TUBULAR/ CRIBRIFORM,http://purl.obolibrary.org/obo/NCIT_C9135<;>http://purl.obolibrary.org/obo/NCIT_C35920,NCIT,Breast Tubular Carcinoma<;>Cribriform Pattern,NCIT_C9135<;>NCIT_C35920,
COMBINED SMALL CELL LUNG CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9137,NCIT,Combined Lung Small Cell Carcinoma,NCIT_C9137,
OSTEOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C9145,NCIT,Osteosarcoma,NCIT_C9145,
OS,http://purl.obolibrary.org/obo/NCIT_C9145,NCIT,Osteosarcoma,NCIT_C9145,
BOTRYOID,http://purl.obolibrary.org/obo/NCIT_C9150,NCIT,Botryoid-Type Embryonal Rhabdomyosarcoma,NCIT_C9150,
LENTIGO MALIGNA MELANOMA,http://purl.obolibrary.org/obo/NCIT_C9151,NCIT,Lentigo Maligna Melanoma,NCIT_C9151,
SUPERFICIAL SPREADING MELANOMA,http://purl.obolibrary.org/obo/NCIT_C9152,NCIT,Low-CSD Melanoma,NCIT_C9152,
SUPERFICIAL SPREADING,http://purl.obolibrary.org/obo/NCIT_C9152,NCIT,Low-CSD Melanoma,NCIT_C9152,
INTESTINAL_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9157,NCIT,Gastric Intestinal-Type Adenocarcinoma,NCIT_C9157,
INTESTINAL TYPE STOMACH ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9157,NCIT,Gastric Intestinal-Type Adenocarcinoma,NCIT_C9157,
"STOMACH, INTESTINAL ADENOCARCINOMA, NOT OTHERWISE SPECIFIED NOS",http://purl.obolibrary.org/obo/NCIT_C9157,NCIT,Gastric Intestinal-Type Adenocarcinoma,NCIT_C9157,
DIFFUSE_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9159,NCIT,Gastric Diffuse Adenocarcinoma,NCIT_C9159,
DIFFUSE TYPE STOMACH ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9159,NCIT,Gastric Diffuse Adenocarcinoma,NCIT_C9159,
"STOMACH, ADENOCARCINOMA, DIFFUSE TYPE",http://purl.obolibrary.org/obo/NCIT_C9159,NCIT,Gastric Diffuse Adenocarcinoma,NCIT_C9159,
DIFFUSE_GASTRIC,http://purl.obolibrary.org/obo/NCIT_C9159,NCIT,Gastric Diffuse Adenocarcinoma,NCIT_C9159,
ANAL SQUAMOUS CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9161,NCIT,Anal Squamous Cell Carcinoma,NCIT_C9161,
ANAL SQUAMOUS CELL,http://purl.obolibrary.org/obo/NCIT_C9161,NCIT,Anal Squamous Cell Carcinoma,NCIT_C9161,
ANSC,http://purl.obolibrary.org/obo/NCIT_C9161,NCIT,Anal Squamous Cell Carcinoma,NCIT_C9161,
GALLBLADDER ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9166,NCIT,Gallbladder Adenocarcinoma,NCIT_C9166,
ADENOCARCINOMA OF GALLBLADDER,http://purl.obolibrary.org/obo/NCIT_C9166,NCIT,Gallbladder Adenocarcinoma,NCIT_C9166,
"GALLBLADDER ADENOCARCINOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C9166,NCIT,Gallbladder Adenocarcinoma,NCIT_C9166,
GALLBLADDER_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9166,NCIT,Gallbladder Adenocarcinoma,NCIT_C9166,
SIGNET RING CELL ADENOCARCINOMA OF THE COLON AND RECTUM,http://purl.obolibrary.org/obo/NCIT_C9168<;>http://purl.obolibrary.org/obo/NCIT_C7967,NCIT,Rectal Signet Ring Cell Adenocarcinoma<;>Colon Signet Ring Cell Adenocarcinoma,NCIT_C9168<;>NCIT_C7967,
SQUAMOUS CELL CARCINOMA OF GALLBLADDER,http://purl.obolibrary.org/obo/NCIT_C9170,NCIT,Gallbladder Squamous Cell Carcinoma,NCIT_C9170,
CARCINOMA WITH SQUAMOUS DIFFERENTIATION,http://purl.obolibrary.org/obo/NCIT_C9170,NCIT,Gallbladder Squamous Cell Carcinoma,NCIT_C9170,
DESMOID FIBROMATOSIS,http://purl.obolibrary.org/obo/NCIT_C9182,NCIT,Desmoid Fibromatosis,NCIT_C9182,
DESMOID TUMOR,http://purl.obolibrary.org/obo/NCIT_C9182,NCIT,Desmoid Fibromatosis,NCIT_C9182,
DESMOID/AGGRESSIVE FIBROMATOSIS,http://purl.obolibrary.org/obo/NCIT_C9182,NCIT,Desmoid Fibromatosis,NCIT_C9182,
OVARIAN CARCINOSARCOMA/MALIGNANT MIXED MESODERMAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C9192,NCIT,Ovarian Carcinosarcoma,NCIT_C9192,
MERKEL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9231,NCIT,Merkel Cell Carcinoma,NCIT_C9231,
MERKEL_CELL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9231,NCIT,Merkel Cell Carcinoma,NCIT_C9231,
SYSTEMIC MASTOCYTOSIS,http://purl.obolibrary.org/obo/NCIT_C9235,NCIT,Systemic Mastocytosis,NCIT_C9235,
INVASIVE BREAST CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9245,NCIT,Invasive Breast Carcinoma,NCIT_C9245,
INVASIVE BREAST CANCER,http://purl.obolibrary.org/obo/NCIT_C9245,NCIT,Invasive Breast Carcinoma,NCIT_C9245,
INFILTRATING CARCINOMA NOS,http://purl.obolibrary.org/obo/NCIT_C9245,NCIT,Invasive Breast Carcinoma,NCIT_C9245,
BREAST INVASIVE CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9245,NCIT,Invasive Breast Carcinoma,NCIT_C9245,
BREAST INVASIVE CARCINOMA BRCA,http://purl.obolibrary.org/obo/NCIT_C9245,NCIT,Invasive Breast Carcinoma,NCIT_C9245,
"BREAST INVASIVE CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C9245,NCIT,Invasive Breast Carcinoma,NCIT_C9245,
BREAST INVASIVE CARCINOMA NOS,http://purl.obolibrary.org/obo/NCIT_C9245,NCIT,Invasive Breast Carcinoma,NCIT_C9245,
ANGIOCENTRIC GLIOMA,http://purl.obolibrary.org/obo/NCIT_C92552,NCIT,Angiocentric Glioma,NCIT_C92552,
EXTRAVENTRICULAR NEUROCYTOMA,http://purl.obolibrary.org/obo/NCIT_C92555,NCIT,Extraventricular Neurocytoma,NCIT_C92555,
ANAPLASTIC MEDULLOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C92625,NCIT,Anaplastic Medulloblastoma,NCIT_C92625,
MYCOSIS_FUNGOIDES-SEZARY_SYNDROME,http://purl.obolibrary.org/obo/NCIT_C9265,NCIT,Mycosis Fungoides and Sezary Syndrome,NCIT_C9265,
SALIVARY GLAND CANCER,http://purl.obolibrary.org/obo/NCIT_C9272,NCIT,Salivary Gland Carcinoma,NCIT_C9272,
SALIVARY CANCER,http://purl.obolibrary.org/obo/NCIT_C9272,NCIT,Salivary Gland Carcinoma,NCIT_C9272,
SALIVARY CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9272,NCIT,Salivary Gland Carcinoma,NCIT_C9272,
"SALIVARY CARCINOMA, OTHER",http://purl.obolibrary.org/obo/NCIT_C9272,NCIT,Salivary Gland Carcinoma,NCIT_C9272,
PRIMARY MEDIASTINAL THYMIC LARGE B-CELL LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C9280,NCIT,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,NCIT_C9280,
PRIMARY MEDIASTINAL THYMIC DLBCL,http://purl.obolibrary.org/obo/NCIT_C9280,NCIT,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,NCIT_C9280,
B_CELL_MEDIASTINAL_LARGE,http://purl.obolibrary.org/obo/NCIT_C9280,NCIT,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,NCIT_C9280,
FOLLICULAR DENDRITIC CELL SARCOMA,http://purl.obolibrary.org/obo/NCIT_C9281,NCIT,Follicular Dendritic Cell Sarcoma,NCIT_C9281,
AML WITH INV16P13.1;Q22 OR T16:16P13.1:Q22;  CBFB-MYH11,http://purl.obolibrary.org/obo/NCIT_C9287,NCIT,Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11,NCIT_C9287,
AML WITH INV16P13.1Q22 OR T16;16P13.1;Q22; CBFB-MYH11,http://purl.obolibrary.org/obo/NCIT_C9287,NCIT,Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11,NCIT_C9287,
AML WITH INV16P13.1Q22 OR T16;16P13.1;Q22;CBFB-MYH11,http://purl.obolibrary.org/obo/NCIT_C9287,NCIT,Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11,NCIT_C9287,
AML WITH T8;21Q22;Q22.1; RUNX1-RUNX1T1,http://purl.obolibrary.org/obo/NCIT_C9288,NCIT,Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1,NCIT_C9288,
AML WITH T8;21Q22;Q22.1;RUNX1-RUNX1T1,http://purl.obolibrary.org/obo/NCIT_C9288,NCIT,Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1,NCIT_C9288,
AML WITH T8;21Q22;Q22; RUNX1-RUNX1T1,http://purl.obolibrary.org/obo/NCIT_C9288,NCIT,Acute Myeloid Leukemia with t(8;21); (q22; q22.1); RUNX1-RUNX1T1,NCIT_C9288,
ACUTE MYELOID LEUKEMIA WITH MULTILINEAGE DYSPLASIA,http://purl.obolibrary.org/obo/NCIT_C9289,NCIT,Acute Myeloid Leukemia with Multilineage Dysplasia,NCIT_C9289,
"ACUTE MYELOID LEUKEMIA WITH MULTILINEAGE DYSPLASIA, NOT HAVING ACHIEVED REMISSION",http://purl.obolibrary.org/obo/NCIT_C9289,NCIT,Acute Myeloid Leukemia with Multilineage Dysplasia,NCIT_C9289,
MYELOID NEOPLASM,http://purl.obolibrary.org/obo/NCIT_C9290,NCIT,Myeloid Neoplasm,NCIT_C9290,
ANAL CANCER,http://purl.obolibrary.org/obo/NCIT_C9291,NCIT,Anal Carcinoma,NCIT_C9291,
INITIAL CNS TUMOR,http://purl.obolibrary.org/obo/NCIT_C9293,NCIT,Central Nervous System Neoplasm,NCIT_C9293,
INITIAL CNS TUMOR LAST INITIAL,http://purl.obolibrary.org/obo/NCIT_C9293,NCIT,Central Nervous System Neoplasm,NCIT_C9293,
INITIAL CNS TUMOR FIRST HGG RECORD,http://purl.obolibrary.org/obo/NCIT_C9293,NCIT,Central Nervous System Neoplasm,NCIT_C9293,
INITIAL CNS TUMOR NEW LOCATION,http://purl.obolibrary.org/obo/NCIT_C9293,NCIT,Central Nervous System Neoplasm,NCIT_C9293,
HISTIOCYTIC AND DENDRITIC CELL NEOPLASMS,http://purl.obolibrary.org/obo/NCIT_C9294,NCIT,Histiocytic and Dendritic Cell Neoplasm,NCIT_C9294,
HISTIOCYTIC DENDRITIC CELL SARCOMA,http://purl.obolibrary.org/obo/NCIT_C9294,NCIT,Histiocytic and Dendritic Cell Neoplasm,NCIT_C9294,
ADENOCARCINOMA OF THE GASTROESOPHAGEAL JUNCTION,http://purl.obolibrary.org/obo/NCIT_C9296,NCIT,Gastroesophageal Junction Adenocarcinoma,NCIT_C9296,
ESOPHAGOGASTRIC ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9296,NCIT,Gastroesophageal Junction Adenocarcinoma,NCIT_C9296,
"BLADDER/URINARY TRACT CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C9297,NCIT,Malignant Urinary System Neoplasm,NCIT_C9297,
ACUTE UNDIFFERENTIATED LEUKEMIA,http://purl.obolibrary.org/obo/NCIT_C9298,NCIT,Acute Undifferentiated Leukemia,NCIT_C9298,
ACUTE UNDIFFERENTIATED LEUKAEMIA,http://purl.obolibrary.org/obo/NCIT_C9298,NCIT,Acute Undifferentiated Leukemia,NCIT_C9298,
MALIGNANT TUMOR,http://purl.obolibrary.org/obo/NCIT_C9305,NCIT,Malignant Neoplasm,NCIT_C9305,
CANCER OF UNKNOWN PRIMARY,http://purl.obolibrary.org/obo/NCIT_C9305,NCIT,Malignant Neoplasm,NCIT_C9305,
SOFT TISSUE SARCOMA,http://purl.obolibrary.org/obo/NCIT_C9306,NCIT,Soft Tissue Sarcoma,NCIT_C9306,
SOFT TISSUE SARCOMA OTHER,http://purl.obolibrary.org/obo/NCIT_C9306,NCIT,Soft Tissue Sarcoma,NCIT_C9306,
SEMINOMA; NOS,http://purl.obolibrary.org/obo/NCIT_C9309,NCIT,Seminoma,NCIT_C9309,
SEMINOMA,http://purl.obolibrary.org/obo/NCIT_C9309,NCIT,Seminoma,NCIT_C9309,
TERATOMA MATURESEMINOMA,http://purl.obolibrary.org/obo/NCIT_C9309<;>http://purl.obolibrary.org/obo/NCIT_C9015,NCIT,Seminoma<;>Mature Teratoma,NCIT_C9309<;>NCIT_C9015,
 TERATOMA MATURESEMINOMA,http://purl.obolibrary.org/obo/NCIT_C9309<;>http://purl.obolibrary.org/obo/NCIT_C9015,NCIT,Seminoma<;>Mature Teratoma,NCIT_C9309<;>NCIT_C9015,
BONE SARCOMA,http://purl.obolibrary.org/obo/NCIT_C9312,NCIT,Bone Sarcoma,NCIT_C9312,
BONE SARCOMA OTHER,http://purl.obolibrary.org/obo/NCIT_C9312,NCIT,Bone Sarcoma,NCIT_C9312,
TESTICULAR NON-SEMINOMA,http://purl.obolibrary.org/obo/NCIT_C9313,NCIT,Testicular Non-Seminomatous Germ Cell Tumor,NCIT_C9313,
TGCT NON-SEM,http://purl.obolibrary.org/obo/NCIT_C9313,NCIT,Testicular Non-Seminomatous Germ Cell Tumor,NCIT_C9313,
TGCT_NON-SEMINOMA,http://purl.obolibrary.org/obo/NCIT_C9313,NCIT,Testicular Non-Seminomatous Germ Cell Tumor,NCIT_C9313,
ADRENAL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9324,NCIT,Adrenal Gland Carcinoma,NCIT_C9324,
ADRENOCORTICAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9325,NCIT,Adrenal Cortical Carcinoma,NCIT_C9325,
ACC,http://purl.obolibrary.org/obo/NCIT_C9325,NCIT,Adrenal Cortical Carcinoma,NCIT_C9325,
ADRENOCORTICAL CARCINOMA- USUAL TYPE,http://purl.obolibrary.org/obo/NCIT_C9325,NCIT,Adrenal Cortical Carcinoma,NCIT_C9325,
APPENDICEAL CANCER,http://purl.obolibrary.org/obo/NCIT_C9330,NCIT,Appendix Carcinoma,NCIT_C9330,
PERIPHERAL NEUROECTODERMAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C9341,NCIT,Peripheral Primitive Neuroectodermal Tumor,NCIT_C9341,
PINEOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C9344,NCIT,Pineoblastoma,NCIT_C9344,
PLASMACYTOMA,http://purl.obolibrary.org/obo/NCIT_C9349,NCIT,Plasmacytoma,NCIT_C9349,
PLEURAL MESOTHELIOMA,http://purl.obolibrary.org/obo/NCIT_C9351,NCIT,Pleural Mesothelioma,NCIT_C9351,
PLMESO,http://purl.obolibrary.org/obo/NCIT_C9351,NCIT,Pleural Mesothelioma,NCIT_C9351,
HODGKIN LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C9357,NCIT,Hodgkin Lymphoma,NCIT_C9357,
HODGKIN_LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C9357,NCIT,Hodgkin Lymphoma,NCIT_C9357,
LYMPHOMA_HODGKIN,http://purl.obolibrary.org/obo/NCIT_C9357,NCIT,Hodgkin Lymphoma,NCIT_C9357,
"B-CELL, HODGKINS",http://purl.obolibrary.org/obo/NCIT_C9357,NCIT,Hodgkin Lymphoma,NCIT_C9357,
HODGKINS,http://purl.obolibrary.org/obo/NCIT_C9357,NCIT,Hodgkin Lymphoma,NCIT_C9357,
LYMPHOBLASTIC LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C9360,NCIT,Lymphoblastic Lymphoma,NCIT_C9360,
LYMPHOBLASTIC_LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C9360,NCIT,Lymphoblastic Lymphoma,NCIT_C9360,
RECTAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9383,NCIT,Rectal Adenocarcinoma,NCIT_C9383,
READ,http://purl.obolibrary.org/obo/NCIT_C9383,NCIT,Rectal Adenocarcinoma,NCIT_C9383,
READ_GS,http://purl.obolibrary.org/obo/NCIT_C9383,NCIT,Rectal Adenocarcinoma,NCIT_C9383,
READ_POLE,http://purl.obolibrary.org/obo/NCIT_C9383<;>http://purl.obolibrary.org/obo/NCIT_C131797,NCIT,Rectal Adenocarcinoma<;>POLE Gene Mutation,NCIT_C9383<;>NCIT_C131797,
READ_MSI,http://purl.obolibrary.org/obo/NCIT_C9383<;>http://purl.obolibrary.org/obo/NCIT_C36318,NCIT,Rectal Adenocarcinoma<;>Microsatellite Instability,NCIT_C9383<;>NCIT_C36318,
READ_CIN,http://purl.obolibrary.org/obo/NCIT_C9383<;>http://purl.obolibrary.org/obo/NCIT_C48195,NCIT,Rectal Adenocarcinoma<;>Chromosomal Instability,NCIT_C9383<;>NCIT_C48195,
KIDNEY CANCER,http://purl.obolibrary.org/obo/NCIT_C9384,NCIT,Kidney Carcinoma,NCIT_C9384,
"KIDNEY CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C9384,NCIT,Kidney Carcinoma,NCIT_C9384,
RENAL CANCER,http://purl.obolibrary.org/obo/NCIT_C9384,NCIT,Kidney Carcinoma,NCIT_C9384,
KIDNEY_CANCER,http://purl.obolibrary.org/obo/NCIT_C9384,NCIT,Kidney Carcinoma,NCIT_C9384,
"RENAL CARCINOMA, TRANSITIONAL CELL",http://purl.obolibrary.org/obo/NCIT_C9384<;>http://purl.obolibrary.org/obo/NCIT_C23796,NCIT,"Kidney Carcinoma, Transitional Cells",NCIT_C9384<;>NCIT_C23796,
RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9385,NCIT,Renal Cell Carcinoma,NCIT_C9385,
RENAL_CELL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9385,NCIT,Renal Cell Carcinoma,NCIT_C9385,
KIDNEY RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9385,NCIT,Renal Cell Carcinoma,NCIT_C9385,
RENAL NON-CLEAR CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9385,NCIT,Renal Cell Carcinoma,NCIT_C9385,
REL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9385,NCIT,Renal Cell Carcinoma,NCIT_C9385,
KIDNEY RENAL CELL CARCINOMA OTHER,http://purl.obolibrary.org/obo/NCIT_C9385,NCIT,Renal Cell Carcinoma,NCIT_C9385,
UNCLASSIFIED KIDNEY RENAL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C9385,NCIT,Renal Cell Carcinoma,NCIT_C9385,
RENAL CELL CARCINOMA-PD,http://purl.obolibrary.org/obo/NCIT_C9385<;>http://purl.obolibrary.org/obo/NCIT_C14167,NCIT,Renal Cell Carcinoma<;>Poorly Differentiated,NCIT_C9385<;>NCIT_C14167,
RENAL CELL CARCINOMA-VPD,http://purl.obolibrary.org/obo/NCIT_C9385<;>http://purl.obolibrary.org/obo/NCIT_C14167,NCIT,Renal Cell Carcinoma<;>Poorly Differentiated,NCIT_C9385<;>NCIT_C14167,
RENAL CELL CARCINOMA-P/MD,http://purl.obolibrary.org/obo/NCIT_C9385<;>http://purl.obolibrary.org/obo/NCIT_C14167<;>http://purl.obolibrary.org/obo/NCIT_C14162,NCIT,Renal Cell Carcinoma<;>Poorly Differentiated<;>Moderately Differentiated,NCIT_C9385<;>NCIT_C14167<;>NCIT_C14162,
WELL-DIFFERENTIATED LEIOMYOSARCOMA RESEMBLING LEIOMYOMA,http://purl.obolibrary.org/obo/NCIT_C9389,NCIT,Well Differentiated Leiomyosarcoma,NCIT_C9389,
CONVENTIONAL LEIOMYOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C9428,NCIT,Conventional Leiomyosarcoma,NCIT_C9428,
PITUICYTOMA,http://purl.obolibrary.org/obo/NCIT_C94524,NCIT,Pituicytoma,NCIT_C94524,
SMALL CELL BLADDER CANCER,http://purl.obolibrary.org/obo/NCIT_C9461,NCIT,Bladder Small Cell Neuroendocrine Carcinoma,NCIT_C9461,
ADENOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C9474,NCIT,Adenosarcoma,NCIT_C9474,
DIFFUSE INTRINSIC PONTINE GLIOMA,http://purl.obolibrary.org/obo/NCIT_C94764,NCIT,Diffuse Intrinsic Pontine Glioma,NCIT_C94764,
DIPG,http://purl.obolibrary.org/obo/NCIT_C94764,NCIT,Diffuse Intrinsic Pontine Glioma,NCIT_C94764,
ANAPLASTIC ASTROCYTOMA,http://purl.obolibrary.org/obo/NCIT_C9477,NCIT,Anaplastic Astrocytoma,NCIT_C9477,
"ASTROCYTOMA, ANAPLASTIC",http://purl.obolibrary.org/obo/NCIT_C9477,NCIT,Anaplastic Astrocytoma,NCIT_C9477,
LOCOREGIONAL RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C94796,NCIT,Locally Recurrent Malignant Neoplasm,NCIT_C94796,
LOCOREGIONAL & DISTANT,http://purl.obolibrary.org/obo/NCIT_C94796<;>http://purl.obolibrary.org/obo/NCIT_C55073,NCIT,"Locally Recurrent Malignant Neoplasm<;>Recurrent Disease, Distant Site",NCIT_C94796<;>NCIT_C55073,
LOCOREGIONAL AND DISTANT RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C94796<;>http://purl.obolibrary.org/obo/NCIT_C55073,NCIT,"Locally Recurrent Malignant Neoplasm<;>Recurrent Disease, Distant Site",NCIT_C94796<;>NCIT_C55073,
THRBCL,http://purl.obolibrary.org/obo/NCIT_C9496,NCIT,T-Cell/Histiocyte-Rich Large B-Cell Lymphoma,NCIT_C9496,
DYSEMBRYOPLASTIC NEUROEPITHELIAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C9505,NCIT,Dysembryoplastic Neuroepithelial Tumor,NCIT_C9505,
GASTROINTESTINAL NEUROENDOCRINE TUMOR,http://purl.obolibrary.org/obo/NCIT_C95404,NCIT,Digestive System Neuroendocrine Tumor,NCIT_C95404,
GASTROINTESTINAL NEUROENDOCRINE TUMORS,http://purl.obolibrary.org/obo/NCIT_C95404,NCIT,Digestive System Neuroendocrine Tumor,NCIT_C95404,
GASTROINTESTINAL NEUROENDOCRINE,http://purl.obolibrary.org/obo/NCIT_C95404,NCIT,Digestive System Neuroendocrine Tumor,NCIT_C95404,
GINET,http://purl.obolibrary.org/obo/NCIT_C95404,NCIT,Digestive System Neuroendocrine Tumor,NCIT_C95404,
MIXED ADENOCARCINOMA AND NEUROENDOCRINE CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C95406,NCIT,Digestive System Mixed Adenoneuroendocrine Carcinoma,NCIT_C95406,
MODERATELY DIFFERENTIATED DUCTAL ADENOCARCINOMA 60% + NEUROENDOCRINE 40%,http://purl.obolibrary.org/obo/NCIT_C95427<;>http://purl.obolibrary.org/obo/NCIT_C6879,NCIT,Pancreatic Moderately Differentiated Ductal Adenocarcinoma<;>Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,NCIT_C95427<;>NCIT_C6879,
